id,provider,date,title,duration_minutes,services_affected,impact_symptoms,root_cause_l1,root_cause_l2,human_error,mitigation_actions,url,summary
gcnet-18012,Google,2018-07-17,Google Cloud Networking Incident #18012,38,Google Cloud Global Loadbalancers; Google Cloud App Engine; TCP/SSL Proxy Load Balancers,performance; availability,internal causes; internal causes,software bugs; software bugs,False,revert configuration change; fix issue,https://status.cloud.google.com/incident/cloud-networking/18012,"On Tuesday, 17 July 2018, customers using Google Cloud App Engine, Google HTTP(S) Load Balancer, or TCP/SSL Proxy Load Balancers experienced elevated error rates ranging between 33% and 87% for a duration of 32 minutes. Customers observed errors consisting of either 502 return codes, or connection resets. We apologize to our customers whose services or businesses were impacted during this incident, and we are taking immediate steps to improve the platform’s performance and availability. We will "
azure-20180723-1,Azure,2018-07-23,Error notifications in Microsoft Azure Portal,174,Microsoft Azure Portal,availability; performance,internal causes,software bugs,False,change service configuration,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between approximately 20:00 and 22:56 UTC on 23 Jul 2018, a subset of customers may have received timeout errors or failure notifications when attempting to load multiple blades in the Microsoft Azure Portal. Customers may also have experienced slowness or difficulties logging into the Portal."
azure-20180724-1,Azure,2018-07-24,Delays in ARM generated Activity Logs,3360,Azure Resource Manager,performance; availability,internal causes,software bugs,False,deploy a platform hotfix,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 23:00 UTC on 24 Jul 2018 and 07:00 UTC on 27 Jul 2018, customers may have not received activity logs for ARM resources. All service management operations for ARM resources would have been successful, however the corresponding activity logs would not have been generated. As a result, any dependent actions or workflows that are dependent on ARM generated activity logs would have not been initiated. Engineers have confirmed that customers can receive ARM generated activity logs as of 07:00 "
azure-20180726-1,Azure,2018-07-26,RCA - Azure Service Management Failures,485,Azure Service management,availability; performance,internal causes; internal causes,software bugs; software bugs,False,remove incompatible dependency; rollback,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 22:15 on 26 Jul 2018 and 06:20 UTC on 27 Jul 2018, a subset of customers may have experienced timeouts or failures when attempting to perform service management operations for Azure Resources dependent on management.core.windows.net, this is Azure’s v1 API endpoint. In addition, some customers may have experienced intermittent latency and connection failures to the Azure Management Portal. Some services with a reliance on triggers from service management calls may have seen failures for "
gcnet-18013,Google,2018-07-27,Google Cloud Networking Incident #18013,64,Google Compute Engine,performance,internal causes,software bugs,False,revert configuration change,https://status.cloud.google.com/incident/cloud-networking/18013,"On Friday 27 July 2018, for a duration of 1 hour 4 minutes, Google Compute Engine (GCE) instances and Cloud VPN tunnels in europe-west4 experienced loss of connectivity to the Internet. The incident affected all new or recently live migrated GCE instances. VPN tunnels created during the incident were also impacted. We apologize to our customers whose services or businesses were impacted during this incident, and we are taking immediate steps to avoid a recurrence."
azure20180728-1,Azure,2018-07-28,App Service - East US - Mitigated,270,App Service,availability,internal causes,software bugs,False,adjust deployment configuration,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 08:00 and 12:30 UTC on 28 Jul 2018, a subset of customers using App Services in East US may have received HTTP 500-level response codes, have experienced timeouts or high latency when accessing App Service (Web, Mobile and API Apps) deployments hosted in this region."
azure-20180731-1,Azure,2018-07-31,RCA - Storage - North Central US,48,Storage; Azure services,availability,external causes,hardware failures,False,self heal; recover the remaining unhealthy Storage nodes,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,Between 17:52 UTC and 18:40 UTC on 31 Jul 2018 a subset of customers using Storage in North Central US may have experienced difficulties connecting to resources hosted in this region. Other services that leverage Storage in this region may also have been experiencing impact related to this.
azure-20180801-1,Azure,2018-08-01,RCA - Networking Connectivity and Latency - East US,562,Microsoft data centers,availability,external causes,hardware failures,True,reduce traffic; add capacity; repair fiber,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 13:18 UTC and 22:40 UTC on 01 Aug 2018, a subset of customers in the East US region may have experienced difficulties or increased latency when connecting to some resources."
azure-20180801-2,Azure,2018-08-01,Azure Service Management Failures,106,Azure resources,availability; performance,internal causes,software bugs,False,reduce load,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 21:14 UTC on 1st Aug and 00:00 UTC 2nd Aug 2018, a subset of customers may have experienced timeouts or failures when attempting to perform service management operations for Azure Resources dependent on management.core.windows.net."
azure-20180813-1,Azure,2018-08-13,RCA - Latency and Slow I/O issues in East US,170,Virtual Machines; Storage; Express Route circuit; Azure services,availability; performance,external causes,insufficient resource,False,remove faulty router,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 18:45 and 21:35 UTC on 13 Aug 2018, a subset of customers in East US would have experienced some of the below issues with their Azure services: • Latency and potentially connectivity loss to Virtual Machines and Storage accounts • Latency or failed requests for traffic going over an Express Route circuit • Latency or failures when attempting to Remote Desktop Protocol (RDP) into their Virtual Machines."
azure-20180820-1,Azure,2018-08-20,RCA - Storage - West Europe,303,Azure Storage; Azure resource management; storage resource provider,availability; performance,internal causes; internal causes,software bugs; software bugs,False,update configuration,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 08:40 and 13:43 UTC on 20 Aug, 2018, a subset of customers using Azure Storage may have been unable to create ARM storage accounts in West Europe. Customers may have received 400 HTTP Bad Request responses with an error code of “RequestIsNotValidJson” even for valid, well-formed requests. Customers attempting to deploy a new VM in the affected regions may have also encountered failures due to this issue. Other services and operations which rely on the creation of storage accounts would h"
azure20180820-2,Azure,2018-08-20,Iot Hub - West Europe and North Europe,1302,IoT Hub,availability,unknown,,False,reboot node,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"Between 17:30 UTC on 20 Aug 2018 and 16:42 UTC on 21 Aug 2018, a subset of IoT Hub customers in West Europe may experience errors, such as 'InternalServerError', when trying to access IoT Hub devices hosted in these regions. Customers may also experience issues when attempting to delete resources/devices."
azure-20180904-1,Azure,2018-09-04,South Central US - Preliminary RCA,5130,Storage; Virtual Machines; Application Insights; Cognitive Services & Custom Vision API; Backup; App Service (and App Services for Linux and Web App for Containers); Azure Database for MySQL; SQL Database; Azure Automation; Site Recovery; Redis Cache; Cosmos DB; Stream Analytics; Media Services; Azure Resource Manager; Azure VPN gateways; PostgreSQL; Application Insights; Azure Machine Learning Studio; Azure Search; Data Factory; HDInsight; IoT Hub; Analysis Services; Key Vault; Log Analytics; Azure Monitor; Azure Scheduler; Logic Apps; Databricks; ExpressRoute; Container Registry; Application Gateway; Service Bus; Event Hub; Azure Portal IaaSå Experiences- Bot Service; Azure Batch; Service Fabric; Visual Studio Team Services (VSTS); Azure Service Manager; Azure Active Directory,availability; performance,external causes; external causes; internal causes,hardware failures; hardware failures; software bugs,False,transfer datacenter; recover Load balancer; replace failed component; migrate data; scale out the services,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2018.06.13-09.pdf,"In the early morning of September 4, 2018, high energy storms hit southern Texas in the vicinity of Microsoft Azure’s South Central US region. Multiple Azure datacenters in the region saw voltage sags and swells across the utility feeds. At 08:42 UTC, lightning caused electrical activity on the utility supply, which caused significant voltage swells. These swells triggered a portion of one Azure datacenter to transfer from utility power to generator power. Additionally, these power swells shutdo"
